Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-45.51715679783599,180,-25.50304865127826,180
4.8828125,-45.6542046747122,160.2741295682798,-25.76377713978556,2.231687732382227
9.765625,-47.26765322573747,133.3755617133129,-29.11747938071551,5.842759856369525
14.6484375,-48.19089432718101,104.31284364702,-38.89664444872729,22.17006966547581
19.53125,-46.97289731759193,94.22849995200485,-45.70134888691913,83.21376978879218
24.4140625,-45.69263949462809,94.10279590020123,-44.34224254529455,92.16095362542382
29.296875,-45.44105677985853,102.0277892472477,-44.02389484437442,99.62016745709062
34.1796875,-45.32002083706015,107.7169564656093,-43.91769468223455,105.088284510208
39.0625,-45.796470316986,103.6917573118438,-44.44566391629397,101.2434639258411
43.9453125,-46.60898827336553,89.45870124156461,-45.37720402066722,86.52692031247807
48.828125,-43.77331407404878,70.69269823163513,-42.57844929904076,65.77090002013873
53.7109375,-40.77146480211276,66.12306661148975,-39.533103980468,60.28695718180575
58.59375,-40.76882884392317,70.24526145826255,-39.50677661653145,64.07800238386639
63.4765625,-41.45520802904512,78.84426566055819,-40.17269327810492,72.50494364882944
68.359375,-43.51077529340665,90.5740128899558,-42.21167301524809,84.31103141312256
73.2421875,-50.00237434790635,130.1092190408601,-48.57801875499067,124.045494464373
78.125,-52.50156621991032,24.00749283473061,-50.92693264946679,16.05796962804441
83.0078125,-52.7258133013952,71.02804803170186,-51.276486448001,60.98939852257491
87.890625,-50.77235551578491,92.99541030032525,-49.56689744009425,82.84790436408282
92.7734375,-47.97434731525182,99.39073661755945,-46.87248648454067,89.6051264336529
97.65625,-47.04317483551237,99.17733594734808,-45.98970940865419,89.45127136846588
102.5390625,-48.65879159186942,91.19326672684083,-47.63730864807131,81.42203865163579
107.421875,-50.48508249498624,85.10111408021154,-49.45140258114778,75.49635536555679
112.3046875,-53.88804830404148,85.37304410091119,-52.82765690500394,76.60345821827453
117.1875,-64.61218839970901,78.42520409229203,-63.74957599830907,72.86221105415341
122.0703125,-68.44747445062005,95.27944806599551,-67.27829483026093,80.42898388448903
126.953125,-60.49455426880843,94.38757657767158,-59.25590274142826,81.43716992155862
131.8359375,-58.91264598205155,113.4402541889206,-57.39203359021019,100.7050063280575
136.71875,-63.80102343121058,103.8744716715501,-61.80269915843156,96.20098826990728
141.6015625,-63.58617331987048,43.25623629389779,-63.0009440733502,38.26034573610605
146.484375,-65.80487003685828,9.295528814206669,-66.3789573821098,1.748873680384858
151.3671875,-61.00650332060923,145.1367604845793,-60.85066314652448,126.8591856737908
156.25,-61.43587652147851,141.0196397005493,-61.04238594035496,123.4719061288606
161.1328125,-68.61585513089449,69.10776634577523,-68.22069570041739,47.83129374437908
166.015625,-63.24123375293418,6.98539289976403,-62.59394710370014,167.723518485139
170.8984375,-60.62352064365001,157.1672346071147,-60.09298335813878,136.6727664515973
175.78125,-59.31671365477562,140.4172815817405,-58.63710693725581,118.476484550578
180.6640625,-59.8766149169581,121.6701076225615,-59.01402476321111,99.04892763005148
185.546875,-63.43720526498174,103.9805959937615,-62.51052179064973,79.75723958699669
190.4296875,-71.58083454292959,143.2709382752776,-69.88184464828487,126.8832998933873
195.3125,-63.43919113051702,132.0902202878467,-62.18316425318575,112.037000547704
200.1953125,-75.9662496814145,149.1848781727765,-72.612942841597,127.3378694582976
205.078125,-75.080367653623,58.38362579333568,-75.62814785456015,14.22344310531512
209.9609375,-60.03995213951207,56.01653618433469,-60.10242697445972,29.72308964200236
214.84375,-58.36576444360557,53.93464723353426,-58.40629834513577,30.33784603895294
219.7265625,-56.65318489097874,129.2253981567298,-56.47006026122732,102.3478591845025
224.609375,-47.35014654751986,96.59026900276639,-47.12914951964882,70.69703217560323
229.4921875,-42.95629639514176,78.21876558303119,-42.80204198885326,51.85189084496783
234.375,-41.17737029789595,53.91982627690049,-41.08898747722528,27.12157938689114
239.2578125,-39.64211636802852,13.39257418716523,-39.61136065326677,165.7020333634239
244.140625,-37.83261579343853,162.1601523259509,-37.74110461343744,133.8480304729807
249.0234375,-38.85059227474964,142.5831500110216,-38.66393089739291,114.6251167026597
253.90625,-44.02625830291569,120.8536721015063,-43.73051121537949,95.27542218985955
258.7890625,-52.71191360487379,22.63133619069123,-54.16243905162118,177.9593323995612
263.671875,-49.02542298848503,119.6744065037372,-49.60462338517679,90.92365247504056
268.5546875,-43.74811339208578,50.13263987091452,-44.43009566390346,19.0270463842172
273.4375,-40.71077718276022,14.45372921968756,-41.20158044774688,162.5172468942347
278.3203125,-37.25837046119583,156.469911882963,-37.6475537356546,124.194557268443
283.203125,-36.90863109618782,138.6527305337579,-37.33122598819367,106.6324460342475
288.0859375,-40.24613995069097,94.64040377931917,-40.96334196374581,61.54827769916925
292.96875,-38.24791642183861,55.2805650404787,-38.89519944570842,20.68588793339955
297.8515625,-37.84860933086511,31.66228645111244,-38.58182037433358,176.5946117555491
302.734375,-37.62363944385608,3.023900165066979,-38.42123159900809,147.1097953647317
307.6171875,-38.31554764287576,159.082462495152,-39.19186915220524,122.5924915927407
312.5,-39.85051206776201,133.2854544761281,-40.81081998918396,95.99204997370788
317.3828125,-41.27563313732001,108.2413323012484,-42.20829539918733,70.24352055693741
322.265625,-43.33666546522281,93.91518040207994,-44.16732385601011,55.22454027262749
327.1484375,-45.1153382930536,101.20604711969,-45.95487741773147,59.9322723919587
332.03125,-43.38256628939139,110.4649158205845,-44.63708779095344,67.45970703061768
336.9140625,-41.11424393473411,98.627866025629,-42.6459208074326,55.95299904032929
341.796875,-40.13924505513047,77.13686316215335,-41.79892464889015,34.90922687883999
346.6796875,-40.08630459743711,55.79946632076621,-41.76809765899976,13.5899119437121
351.5625,-39.67709444973644,37.7667398845805,-41.35689071619645,174.6222450705584
356.4453125,-38.90655330468013,17.69135970741591,-40.70999140522544,153.2575820472443
361.328125,-39.32579441203613,175.2212863037113,-41.33994719213496,129.6686458771141
366.2109375,-40.78631323290021,162.790648169275,-43.03003334807595,116.1100000197697
371.09375,-40.25223237875391,155.6451919489701,-42.72038638371007,108.3946130503526
375.9765625,-38.8684139685135,133.5523795473506,-41.4417534776807,85.61332984635914
380.859375,-39.12273188142108,111.6774699419665,-41.77998431436463,62.73569360669728
385.7421875,-39.77132108648908,94.82811705517396,-42.64401161281823,44.88236410722063
390.625,-39.36102217539491,76.0557477719309,-42.45236817304524,25.3746823976466
395.5078125,-39.35732358234124,57.71814600029006,-42.65581005637358,6.115956509589975
400.390625,-39.45347954436239,37.96316759686118,-42.99363745446958,165.5905354657659
405.2734375,-39.32102479532001,12.85719138180264,-43.09897180219057,140.0656185546657
410.15625,-39.1080612783406,169.6187017272167,-43.11244728261572,115.5745988604852
415.0390625,-38.62507315925415,151.3397927105573,-42.7826107847726,95.77165610652862
419.921875,-38.01673025499476,132.1376833474326,-42.30191887311425,75.69819606985224
424.8046875,-38.29625760583005,112.217785102686,-42.79858006718905,55.60318955409221
429.6875,-39.25779971384501,86.84595564895477,-44.14755672313058,30.19903065243474
